id_ejemplar,id_libro,id_ubicacion,edicion_ejem,medio_adquisicion,tipo_material,n_factura,valor,f_registro_sis,recibido_por,recibido_de,no_ejemplar,fecha_adquisicion,codigo_barras,signatura,paginas,anio_edicion,num_entrada
2253,1024,29,2a edicion,Suscripcion,Fisico,F-31598,66555.63,2016-12-12,Coordinacion Academica,Castillo and Sons,1,2014-04-25,558144665614,SV102,801,2010,E-002253
2254,1024,43,6a edicion,Compra,Fisico,F-67220,58152.38,2023-07-22,Sede Sur,Ortega PLC,2,2012-04-23,971892972369,SF274,525,2006,E-002254
2255,1025,13,3a edicion,Donacion,Fisico,F-56297,71345.29,2015-12-20,Sede Norte,"Villa, García and Barragán",1,2002-10-21,998263970279,RF540,817,1987,E-002255
2256,1025,6,2a edicion,Canje,Fisico,F-57197,71871.79,2024-06-12,Biblioteca Central,González-Sánchez,2,2021-04-13,832616793124,WK460,359,1984,E-002256
2257,1025,41,3a edicion,Donacion,Fisico,F-54468,16093.66,2019-07-05,Biblioteca Central,Perdomo and Sons,3,2022-01-22,809845868161,OC997,618,1983,E-002257
2258,1026,29,2a edicion,Suscripcion,Fisico,F-29830,79563.11,2017-04-21,Sede Sur,Daza-Caballero,1,2019-02-24,860349309424,RN779,268,2019,E-002258
2259,1026,14,4a edicion,Compra,Fisico,F-42536,39988.62,2020-04-08,Sede Norte,León-Pérez,2,2023-12-08,372521267005,SJ349,238,2017,E-002259
2260,1026,29,4a edicion,Suscripcion,Fisico,F-48197,86678.86,2021-11-21,Sede Sur,Gómez Ltd,3,2006-08-17,657965733507,WS912,600,2001,E-002260
2261,1026,41,3a edicion,Suscripcion,Fisico,F-68503,120627.26,2020-02-19,Sede Sur,"Pacheco, Vergara and Cardozo",4,2008-01-18,854125690164,CV254,668,1982,E-002261
2262,1027,51,1a edicion,Donacion,Fisico,F-74092,72185.37,2024-12-03,Coordinacion Academica,Yepes LLC,1,2017-05-08,927759100315,VU512,498,2013,E-002262
2263,1028,59,6a edicion,Canje,Fisico,F-62997,122107.31,2025-01-24,Coordinacion Academica,"Aguirre, González and Mosquera",1,2020-01-19,652531080246,ST314,861,2020,E-002263
2264,1028,13,1a edicion,Suscripcion,Fisico,F-37052,159258.73,2020-06-04,Coordinacion Academica,Cardona-Portilla,2,1987-06-05,115448451810,TF449,329,1986,E-002264
2265,1029,44,5a edicion,Donacion,Fisico,F-36175,31798.5,2018-07-30,Biblioteca Central,Garzón PLC,1,2012-11-16,119379282708,OG207,487,1988,E-002265
2266,1030,11,2a edicion,Suscripcion,Fisico,F-80483,24622.98,2016-05-03,Sede Norte,Morales PLC,1,2009-04-03,681971217324,QF956,789,2009,E-002266
2267,1030,42,3a edicion,Donacion,Fisico,F-24463,73345.88,2023-09-09,Sede Norte,Moreno-Barreto,2,2025-06-12,630700623710,XY657,176,2022,E-002267
2268,1031,52,1a edicion,Canje,Fisico,F-21070,18545.65,2019-03-27,Coordinacion Academica,Navarro-Vargas,1,2001-09-01,649808694052,BW530,267,1990,E-002268
2269,1031,25,3a edicion,Compra,Fisico,F-62058,21249.12,2016-08-01,Coordinacion Academica,Páez Ltd,2,2022-02-08,291783266457,VX929,226,1990,E-002269
2270,1032,41,5a edicion,Donacion,Fisico,F-54156,32286.3,2023-10-08,Sede Norte,Correa PLC,1,2018-05-21,571990092569,DN756,181,2006,E-002270
2271,1033,22,1a edicion,Suscripcion,Fisico,F-18527,24957.01,2018-03-30,Biblioteca Central,Sierra-Chaparro,1,2024-09-07,452519691052,MU987,571,2024,E-002271
2272,1033,60,6a edicion,Compra,Fisico,F-27818,132000.97,2024-11-30,Biblioteca Central,Posada-Ortiz,2,2025-02-18,718634935655,HV726,569,2014,E-002272
2273,1033,12,4a edicion,Suscripcion,Fisico,F-59043,23186.9,2020-12-24,Sede Norte,Herrera Ltd,3,2019-12-20,707388896518,QS195,861,2016,E-002273
2274,1033,60,6a edicion,Donacion,Fisico,F-48130,21925.41,2025-09-11,Sede Norte,López Ltd,4,2024-12-28,156676237000,IY638,782,2000,E-002274
2275,1034,49,2a edicion,Compra,Fisico,F-91149,16651.95,2025-01-08,Sede Norte,"Cáceres, Navarro and Galeano",1,2005-03-03,473885703889,UQ965,889,1980,E-002275
2276,1034,26,2a edicion,Suscripcion,Fisico,F-73225,16199.88,2016-12-27,Sede Sur,Valencia and Sons,2,2025-09-23,415647616320,OY625,414,2022,E-002276
2277,1034,40,5a edicion,Donacion,Fisico,F-40282,42759.31,2017-07-24,Biblioteca Central,González Inc,3,2021-01-12,464598734294,TE278,236,2016,E-002277
2278,1034,12,2a edicion,Suscripcion,Fisico,F-98998,43817.88,2023-08-24,Sede Sur,Barrera-Gómez,4,2017-08-25,139753883166,BG214,383,2013,E-002278
2279,1034,36,6a edicion,Canje,Fisico,F-58211,63120.78,2022-03-10,Biblioteca Central,Molina PLC,5,2017-07-31,690583171466,BQ511,886,2012,E-002279
2280,1035,30,5a edicion,Compra,Fisico,F-72331,149308.48,2024-04-27,Sede Norte,"Burbano, Salamanca and Martínez",1,2019-01-07,925791628292,FM538,301,2013,E-002280
2281,1036,16,4a edicion,Canje,Fisico,F-93692,122178.62,2022-04-09,Biblioteca Central,Contreras PLC,1,2024-09-26,473310456246,NR657,329,2013,E-002281
2282,1036,24,1a edicion,Compra,Fisico,F-75509,138366.71,2025-11-14,Biblioteca Central,Bernal LLC,2,2020-01-21,738305466027,JQ155,829,2009,E-002282
2283,1037,7,6a edicion,Compra,Fisico,F-57522,178577.18,2022-12-04,Biblioteca Central,Espinosa-Gómez,1,2009-06-30,311667812338,AO314,322,2003,E-002283
2284,1038,44,4a edicion,Suscripcion,Fisico,F-12409,34062.75,2015-12-08,Sede Sur,Delgado Ltd,1,2025-02-06,131807262806,SK192,712,2023,E-002284
2285,1039,12,1a edicion,Suscripcion,Fisico,F-32826,148559.64,2019-04-19,Biblioteca Central,"Díaz, Jaimes and Barrera",1,2002-08-30,725719077506,CC312,159,1988,E-002285
2286,1039,9,4a edicion,Suscripcion,Fisico,F-40291,34300.28,2016-01-23,Sede Sur,Montoya-Salazar,2,2011-05-25,306829147518,SV207,87,1999,E-002286
2287,1039,6,6a edicion,Suscripcion,Fisico,F-88913,146001.79,2018-04-23,Sede Sur,Pinzón Group,3,2021-08-24,378049618258,DF147,422,1979,E-002287
2288,1040,24,1a edicion,Compra,Fisico,F-11522,15937.14,2024-04-22,Sede Sur,Parra-Hernández,1,2025-11-05,947882676774,RB551,897,2013,E-002288
2289,1040,23,2a edicion,Suscripcion,Fisico,F-57815,113686.64,2015-12-23,Coordinacion Academica,"Hernández, Rodríguez and Pineda",2,2017-08-09,575881408832,OB344,450,1989,E-002289
2290,1040,8,2a edicion,Compra,Fisico,F-34342,148037.18,2025-11-27,Coordinacion Academica,"Uribe, Díaz and Caballero",3,1997-10-31,156254685959,GV506,504,1986,E-002290
2291,1041,11,3a edicion,Donacion,Fisico,F-58015,160797.43,2019-12-09,Coordinacion Academica,Castro-Torres,1,2002-12-22,187134357442,ZT780,388,2002,E-002291
2292,1042,6,4a edicion,Canje,Fisico,F-29812,36203.34,2020-07-24,Coordinacion Academica,Méndez-Díaz,1,2019-02-13,970564522867,IK793,866,1998,E-002292
2293,1042,26,1a edicion,Canje,Fisico,F-70894,170739.88,2020-11-10,Biblioteca Central,"Duarte, Pulido and Maldonado",2,2004-04-28,995075669305,CF846,647,1997,E-002293
2294,1043,7,3a edicion,Compra,Fisico,F-18741,57579.61,2023-02-10,Sede Sur,Galvis LLC,1,2023-10-29,272296949046,ZV399,798,1981,E-002294
2295,1043,24,3a edicion,Suscripcion,Fisico,F-38420,27269.9,2022-07-18,Sede Norte,"Sánchez, Pérez and Pardo",2,2013-12-28,183509923012,GN858,561,2007,E-002295
2296,1043,6,5a edicion,Compra,Fisico,F-63722,81377.4,2018-08-08,Sede Sur,"Rodríguez, López and Carmona",3,2022-12-16,818623100952,HO154,635,2020,E-002296
2297,1043,48,1a edicion,Donacion,Fisico,F-10975,162308.84,2022-04-14,Biblioteca Central,Vargas-Díaz,4,2018-05-03,645173683097,IS512,171,1997,E-002297
2298,1044,14,6a edicion,Compra,Fisico,F-23569,125897.02,2020-01-26,Sede Norte,Parra-Ayala,1,2003-09-05,342804198457,WB977,172,1999,E-002298
2299,1044,41,6a edicion,Compra,Fisico,F-31277,19886.22,2017-09-28,Sede Sur,León Ltd,2,2022-11-10,746264281426,YO489,446,2017,E-002299
2300,1045,1,1a edicion,Compra,Fisico,F-18365,124841.13,2024-07-22,Sede Sur,Hernández LLC,1,2013-08-23,955256323172,HM508,820,2002,E-002300
2301,1045,36,2a edicion,Canje,Fisico,F-26118,84489.05,2018-02-21,Sede Norte,Hernández-Cabrera,2,2017-04-08,938683566521,WJ805,256,1978,E-002301
2302,1045,46,1a edicion,Compra,Fisico,F-72000,67322.1,2018-04-09,Coordinacion Academica,Romero and Sons,3,2023-08-23,580789929987,WY247,361,1994,E-002302
2303,1045,10,2a edicion,Donacion,Fisico,F-94439,85195.75,2024-11-22,Sede Sur,Muñoz-Gallego,4,2025-12-17,916586223271,WR175,895,2023,E-002303
2304,1045,59,5a edicion,Canje,Fisico,F-17184,52012.12,2024-01-18,Sede Sur,Angulo-Patiño,5,2017-12-03,787614799806,IV818,426,1980,E-002304
2305,1046,59,6a edicion,Suscripcion,Fisico,F-51759,39232.29,2024-06-25,Coordinacion Academica,Domínguez Group,1,2002-07-09,565087510002,WI363,412,1990,E-002305
2306,1046,60,2a edicion,Compra,Fisico,F-45433,110780.55,2018-07-12,Biblioteca Central,"Vásquez, González and Pulido",2,2021-02-23,136207210530,SO897,411,1987,E-002306
2307,1047,7,6a edicion,Donacion,Fisico,F-95624,32197.25,2017-07-05,Sede Sur,Vargas-Arias,1,1997-08-22,566608542884,WM860,888,1993,E-002307
2308,1047,7,6a edicion,Compra,Fisico,F-81214,113772.56,2022-09-02,Biblioteca Central,Sánchez-Ramírez,2,2018-05-20,631025351730,EH648,518,1990,E-002308
2309,1048,29,6a edicion,Suscripcion,Fisico,F-24611,106975.64,2023-08-04,Sede Norte,Gómez-Castillo,1,2021-08-08,117110832843,OT380,189,2018,E-002309
2310,1048,41,3a edicion,Canje,Fisico,F-50165,153239.26,2017-09-11,Sede Norte,"Manrique, Parra and Orozco",2,2022-08-14,869947898114,EL328,460,2019,E-002310
2311,1049,39,4a edicion,Donacion,Fisico,F-89034,93839.56,2016-01-20,Coordinacion Academica,"Álvarez, Ayala and Bolaños",1,2025-08-09,948264472398,VF468,239,2016,E-002311
2312,1049,5,6a edicion,Suscripcion,Fisico,F-16393,56928.66,2015-01-17,Sede Norte,Zambrano LLC,2,2008-10-30,119214688508,FT184,845,1998,E-002312
2313,1049,21,5a edicion,Suscripcion,Fisico,F-85012,129927.66,2018-01-05,Biblioteca Central,"Giraldo, Pérez and Peña",3,2005-04-02,781773451755,TE467,253,1982,E-002313
2314,1049,21,6a edicion,Canje,Fisico,F-88507,72766.61,2025-05-03,Sede Norte,Flórez Group,4,2011-06-24,175171334428,CO643,353,2011,E-002314
2315,1049,25,4a edicion,Compra,Fisico,F-36933,137266.72,2021-10-19,Sede Norte,"Orozco, Díaz and Galindo",5,2009-11-16,182841415605,MT536,730,2003,E-002315
2316,1050,56,3a edicion,Compra,Fisico,F-93395,151818.83,2023-11-07,Coordinacion Academica,"Gamboa, Erazo and Navarro",1,2020-10-08,912511183331,ES599,605,2013,E-002316
2317,1051,33,5a edicion,Compra,Fisico,F-75837,146844.8,2015-12-31,Biblioteca Central,"Agudelo, Angarita and Vásquez",1,2014-08-01,603016905846,GK696,420,2014,E-002317
2318,1051,57,5a edicion,Donacion,Fisico,F-37481,54833.77,2015-11-30,Sede Norte,"Galvis, Leal and Castillo",2,2016-02-18,526616196740,QO597,590,2013,E-002318
2319,1052,34,3a edicion,Suscripcion,Fisico,F-65655,43852.42,2020-03-01,Biblioteca Central,"Zapata, León and Arias",1,1994-03-20,199906117584,YN294,365,1975,E-002319
2320,1053,46,4a edicion,Donacion,Fisico,F-36417,67065.48,2020-07-07,Sede Norte,Suárez and Sons,1,2020-08-21,639875403452,IQ983,340,2006,E-002320
2321,1053,7,6a edicion,Canje,Fisico,F-29799,16957.8,2017-10-31,Sede Norte,Martínez LLC,2,2021-03-08,581185312942,TH708,324,1986,E-002321
2322,1053,8,3a edicion,Suscripcion,Fisico,F-90951,131970.01,2018-03-23,Sede Norte,Valencia PLC,3,2010-11-08,153010116200,QX980,758,2005,E-002322
2323,1054,43,3a edicion,Donacion,Fisico,F-10286,157480.04,2021-06-11,Sede Sur,Obando PLC,1,2014-01-18,857455681929,CE968,836,2011,E-002323
2324,1055,39,6a edicion,Donacion,Fisico,F-48716,125781.98,2017-01-16,Coordinacion Academica,Castillo Inc,1,2017-02-01,603416791289,AC699,436,2006,E-002324
2325,1055,15,5a edicion,Compra,Fisico,F-99262,144504.44,2015-10-20,Sede Norte,Jiménez-Arango,2,2007-05-05,265712703112,VW187,325,2004,E-002325
2326,1055,7,6a edicion,Compra,Fisico,F-95931,49233.74,2016-03-13,Biblioteca Central,Granados-Sánchez,3,1999-08-26,462819183437,TX292,461,1995,E-002326
2327,1056,12,3a edicion,Suscripcion,Fisico,F-46558,172521.98,2024-05-02,Sede Sur,"Barbosa, Arteaga and Suárez",1,2018-07-01,906214607450,UV997,186,2018,E-002327
2328,1056,9,6a edicion,Donacion,Fisico,F-39903,156256.84,2025-03-01,Biblioteca Central,Márquez LLC,2,1994-06-22,630676348941,XS904,335,1985,E-002328
2329,1056,21,6a edicion,Suscripcion,Fisico,F-85434,65227.07,2021-07-23,Biblioteca Central,Torres Inc,3,2024-11-17,625053532033,AG112,619,2008,E-002329
2330,1056,57,4a edicion,Donacion,Fisico,F-90998,42960.24,2017-07-11,Biblioteca Central,"Arrieta, Zapata and Sánchez",4,2022-03-16,995175341267,UR858,647,1997,E-002330
2331,1057,34,1a edicion,Donacion,Fisico,F-18861,76442.11,2022-01-02,Sede Norte,Hernández-Vega,1,2001-06-05,433046609153,RN376,811,1999,E-002331
2332,1058,35,1a edicion,Donacion,Fisico,F-93617,60920.53,2022-04-16,Coordinacion Academica,"Valencia, Sandoval and Jiménez",1,2015-07-12,915562307866,XZ923,316,2010,E-002332
2333,1058,7,2a edicion,Donacion,Fisico,F-18021,125738.65,2021-06-12,Sede Sur,"Ballesteros, Hernández and Gamboa",2,2011-10-08,286383063018,KT413,455,2009,E-002333
2334,1059,55,4a edicion,Compra,Fisico,F-52057,165772.36,2025-04-19,Sede Sur,"Bernal, Martínez and Díaz",1,2015-06-10,814347161690,KH619,611,1976,E-002334
2335,1060,36,6a edicion,Compra,Fisico,F-26294,143544.02,2015-04-23,Sede Norte,Jaramillo Group,1,1999-11-01,815389727622,NN863,317,1988,E-002335
2336,1061,52,2a edicion,Canje,Fisico,F-73077,112607.3,2021-03-16,Sede Norte,"Valderrama, López and Barbosa",1,1997-08-07,477791889292,RT627,577,1995,E-002336
2337,1061,15,4a edicion,Compra,Fisico,F-65858,142073.84,2016-02-15,Sede Sur,Hernández-Cuesta,2,2023-12-27,337231909240,YR861,114,2022,E-002337
2338,1062,27,4a edicion,Suscripcion,Fisico,F-94493,161877.53,2022-10-30,Coordinacion Academica,Bernal LLC,1,2010-03-18,938434156920,MR338,172,1976,E-002338
2339,1062,46,4a edicion,Compra,Fisico,F-87369,69844.24,2023-05-04,Sede Norte,Cuéllar Inc,2,1987-03-14,752944815849,PV350,581,1981,E-002339
2340,1063,13,3a edicion,Compra,Fisico,F-73919,96327.6,2015-11-13,Coordinacion Academica,Vargas-Betancur,1,2019-09-23,950439693771,OT320,577,1982,E-002340
2341,1064,2,4a edicion,Compra,Fisico,F-86114,37625.85,2015-07-28,Biblioteca Central,Parra-Rubio,1,2018-05-15,507676327685,NS629,212,2016,E-002341
2342,1064,10,1a edicion,Suscripcion,Fisico,F-45428,89046.37,2022-10-08,Sede Sur,Mantilla-Sánchez,2,2019-10-12,426962884384,YU541,652,1977,E-002342
2343,1065,10,3a edicion,Canje,Fisico,F-65653,170929.1,2024-05-11,Sede Norte,"Bedoya, Fuentes and Gaitán",1,2010-06-21,828321370100,AJ720,104,2005,E-002343
2344,1066,52,4a edicion,Compra,Fisico,F-13175,149383.41,2016-10-12,Biblioteca Central,Rosero LLC,1,2006-04-03,480626007500,PI588,641,1989,E-002344
2345,1067,55,2a edicion,Canje,Fisico,F-52050,16843.72,2025-12-21,Biblioteca Central,Blanco LLC,1,2013-07-05,763866095072,HC871,888,2013,E-002345
2346,1067,56,6a edicion,Canje,Fisico,F-52183,86846.83,2025-09-02,Coordinacion Academica,"Ramírez, Durán and Ruiz",2,2025-03-16,867700138049,MD836,631,2001,E-002346
2347,1067,53,6a edicion,Suscripcion,Fisico,F-48590,179348.79,2015-05-18,Sede Sur,Martínez Group,3,2024-03-22,161247522098,PG751,450,2024,E-002347
2348,1068,27,4a edicion,Canje,Fisico,F-83921,144865.54,2015-07-18,Biblioteca Central,"Pérez, Zapata and Manrique",1,2012-08-13,532629243566,BH761,590,1998,E-002348
2349,1068,48,5a edicion,Donacion,Fisico,F-13150,26806.46,2024-11-30,Sede Sur,García-Escobar,2,2021-12-23,790906028124,VF180,390,1995,E-002349
2350,1068,48,6a edicion,Compra,Fisico,F-92585,93994.59,2021-05-27,Biblioteca Central,Sánchez LLC,3,2008-04-27,382793118951,TX902,884,1977,E-002350
2351,1068,23,3a edicion,Canje,Fisico,F-16425,17235.99,2024-12-22,Sede Sur,"Carvajal, García and Ramírez",4,2011-06-10,121635511601,PG399,810,1992,E-002351
2352,1069,40,4a edicion,Suscripcion,Fisico,F-37663,63788.99,2025-11-07,Coordinacion Academica,Cruz and Sons,1,2008-04-20,286191156629,JX469,496,1997,E-002352
2353,1069,58,5a edicion,Donacion,Fisico,F-61945,85124.83,2018-07-19,Coordinacion Academica,Arrieta LLC,2,2001-04-21,166237208245,IO185,277,1976,E-002353
2354,1070,39,3a edicion,Compra,Fisico,F-76472,33497.38,2022-06-27,Biblioteca Central,Caicedo-Rodríguez,1,2024-04-11,996757473620,IP493,441,2019,E-002354
2355,1070,43,3a edicion,Compra,Fisico,F-98478,34387.78,2021-05-07,Sede Sur,Rodríguez-Zambrano,2,2016-07-23,124058956713,RN415,326,1986,E-002355
2356,1071,56,1a edicion,Suscripcion,Fisico,F-19326,119272.34,2022-09-01,Sede Sur,Guevara LLC,1,2015-05-27,631733930032,CA977,864,1976,E-002356
2357,1072,57,2a edicion,Compra,Fisico,F-15225,128978.9,2025-01-04,Sede Norte,"Perea, Peña and García",1,2021-05-06,869470491393,YT353,204,2017,E-002357
2358,1072,26,4a edicion,Compra,Fisico,F-57477,65702.71,2019-03-20,Biblioteca Central,Serna Ltd,2,2022-04-14,660120836237,BW360,379,2012,E-002358
2359,1072,38,4a edicion,Canje,Fisico,F-94362,98337.58,2025-02-13,Sede Norte,"Márquez, Bastidas and López",3,2009-01-12,848403614256,WH415,166,1992,E-002359
2360,1072,15,2a edicion,Compra,Fisico,F-41729,157551.19,2022-02-04,Sede Norte,"Pérez, Montoya and Romero",4,2023-01-31,850527840426,IL797,365,2017,E-002360
2361,1072,60,6a edicion,Donacion,Fisico,F-69973,138447.42,2018-08-22,Biblioteca Central,Ramírez-Muñoz,5,2025-05-19,430001332918,TC642,669,2024,E-002361
2362,1073,37,6a edicion,Canje,Fisico,F-54532,155371.38,2024-09-08,Sede Sur,"Rosero, Palacios and Herrera",1,1976-06-11,546234391242,RX340,894,1976,E-002362
2363,1073,42,6a edicion,Canje,Fisico,F-75947,96564.69,2015-03-16,Coordinacion Academica,Padilla Inc,2,2015-06-21,369517547427,KO589,486,2012,E-002363
2364,1073,44,4a edicion,Suscripcion,Fisico,F-84995,92553.51,2017-04-22,Coordinacion Academica,Ortiz-Meneses,3,2024-02-29,149525830136,MV429,334,2017,E-002364
2365,1073,23,1a edicion,Compra,Fisico,F-69582,35232.19,2016-06-03,Coordinacion Academica,Vargas-Soto,4,1998-08-22,586648190739,MB545,548,1992,E-002365
2366,1073,45,4a edicion,Compra,Fisico,F-90034,28466.34,2016-05-08,Sede Norte,"Rincón, Ortega and Martínez",5,2021-01-25,503272208766,AS267,469,2002,E-002366
2367,1074,37,6a edicion,Donacion,Fisico,F-68762,86812.69,2021-07-01,Coordinacion Academica,Galindo Inc,1,1998-05-13,116522017321,WJ643,892,1983,E-002367
2368,1074,49,4a edicion,Canje,Fisico,F-25306,19316.06,2019-03-16,Coordinacion Academica,Santos-González,2,2015-11-11,966439467819,IA317,895,1997,E-002368
2369,1074,42,6a edicion,Suscripcion,Fisico,F-16082,124159.7,2024-08-06,Sede Sur,Agudelo Ltd,3,2024-04-25,592998237814,RE588,572,2021,E-002369
2370,1075,3,3a edicion,Suscripcion,Fisico,F-17262,37236.92,2019-02-04,Biblioteca Central,García PLC,1,1994-03-10,193188816399,AV468,457,1982,E-002370
2371,1075,40,3a edicion,Compra,Fisico,F-91383,129175.3,2024-11-05,Sede Sur,Fernández Group,2,2004-06-27,991026574911,YF431,215,1993,E-002371
2372,1075,41,2a edicion,Suscripcion,Fisico,F-45011,169075.8,2021-03-01,Sede Sur,"Ariza, Moreno and Arias",3,2015-06-21,470900218587,RR850,424,1998,E-002372
2373,1075,25,6a edicion,Suscripcion,Fisico,F-41722,151632.45,2022-09-26,Sede Sur,Duque-Castro,4,2025-04-23,306036278411,WX103,805,2020,E-002373
2374,1076,37,3a edicion,Donacion,Fisico,F-99892,89137.44,2020-04-10,Coordinacion Academica,Durán PLC,1,1997-03-08,680382113480,RA740,803,1996,E-002374
2375,1076,31,4a edicion,Canje,Fisico,F-76520,160320.94,2020-08-01,Biblioteca Central,Giraldo and Sons,2,2020-08-08,890045305110,TW668,675,2019,E-002375
2376,1076,48,6a edicion,Suscripcion,Fisico,F-12995,53734.62,2025-05-17,Coordinacion Academica,López-Galeano,3,1999-01-25,773497929642,JW653,111,1992,E-002376
2377,1076,12,4a edicion,Suscripcion,Fisico,F-50138,58593.47,2016-12-07,Sede Sur,Blanco-Rojas,4,2025-11-22,861053369976,GX469,127,2025,E-002377
2378,1077,54,4a edicion,Compra,Fisico,F-56515,51949.14,2020-07-23,Coordinacion Academica,Herrera Group,1,2018-07-13,678449473293,EG362,222,2005,E-002378
2379,1078,19,5a edicion,Compra,Fisico,F-24640,79282.54,2025-08-06,Coordinacion Academica,Montenegro PLC,1,2018-09-09,467571641695,OJ122,783,1981,E-002379
2380,1079,39,2a edicion,Canje,Fisico,F-22990,79052.53,2015-10-30,Sede Sur,Gaitán-Mora,1,2001-05-23,771849243153,QB587,622,1986,E-002380
2381,1079,40,5a edicion,Donacion,Fisico,F-17008,93911.06,2015-07-08,Biblioteca Central,Reyes-Mora,2,2021-02-04,170969549266,TR301,300,1978,E-002381
2382,1080,53,6a edicion,Compra,Fisico,F-37328,171245.4,2020-05-21,Sede Sur,Ángel-Gómez,1,2023-09-23,294268665388,FB951,522,2022,E-002382
2383,1080,49,3a edicion,Canje,Fisico,F-82378,15623.84,2022-10-24,Coordinacion Academica,"Becerra, Carvajal and Garzón",2,2014-12-09,734249591250,RX754,440,2011,E-002383
2384,1080,8,6a edicion,Donacion,Fisico,F-49390,84387.44,2017-12-12,Biblioteca Central,"Méndez, Gonzáles and Leal",3,2016-08-23,174076491871,CC209,635,2014,E-002384
2385,1081,58,1a edicion,Canje,Fisico,F-56822,112370.37,2016-01-28,Biblioteca Central,Duarte and Sons,1,2017-06-12,261720655986,ZM128,273,2004,E-002385
2386,1082,24,5a edicion,Suscripcion,Fisico,F-99125,86397.69,2021-07-02,Sede Sur,López-Quintero,1,2012-05-02,336885412257,IR687,377,2011,E-002386
2387,1082,44,2a edicion,Suscripcion,Fisico,F-98596,138065.58,2018-03-21,Sede Norte,Londoño-Herrera,2,2012-01-06,652031722049,ZM407,474,1987,E-002387
2388,1082,47,4a edicion,Donacion,Fisico,F-92288,105732.33,2023-09-22,Sede Sur,Díaz Inc,3,2011-04-07,907684537722,DT349,89,1990,E-002388
2389,1083,56,4a edicion,Suscripcion,Fisico,F-99624,145826.85,2020-02-03,Sede Norte,"Castillo, Jiménez and Cárdenas",1,2022-01-03,185100573050,VV510,242,2021,E-002389
2390,1083,54,3a edicion,Canje,Fisico,F-30701,85045.57,2021-12-03,Sede Norte,Sánchez LLC,2,1999-02-03,820875474909,HT748,392,1997,E-002390
2391,1083,33,2a edicion,Suscripcion,Fisico,F-61717,172437.92,2023-01-22,Coordinacion Academica,Buitrago-Acosta,3,2025-11-19,880663117806,IL599,683,2018,E-002391
2392,1084,57,6a edicion,Canje,Fisico,F-20388,147220.56,2024-08-03,Coordinacion Academica,"Castro, Ramos and Benavides",1,2023-11-11,282288906114,ZB618,579,2021,E-002392
2393,1084,32,5a edicion,Suscripcion,Fisico,F-20939,23581.52,2015-03-15,Coordinacion Academica,"Duarte, Duarte and Hernández",2,2010-10-08,874723622976,UG992,883,2005,E-002393
2394,1084,25,5a edicion,Suscripcion,Fisico,F-33939,152750.35,2018-02-27,Biblioteca Central,Marín Inc,3,2011-10-10,451086327975,JM597,305,1985,E-002394
2395,1084,4,2a edicion,Compra,Fisico,F-12646,58538.96,2022-11-25,Biblioteca Central,"García, Garzón and Herrera",4,2025-02-03,986739773595,HS204,660,1979,E-002395
2396,1085,16,6a edicion,Donacion,Fisico,F-17370,178082.46,2017-01-07,Coordinacion Academica,Salazar-Alzate,1,2019-04-12,582601478986,ZM641,182,2013,E-002396
2397,1086,52,3a edicion,Canje,Fisico,F-20347,111102.57,2019-02-24,Sede Norte,Hernández-Parra,1,2009-12-16,172596284211,HK777,161,2000,E-002397
2398,1087,21,5a edicion,Canje,Fisico,F-61860,88081.86,2017-07-11,Biblioteca Central,"Uribe, Rivera and Rodríguez",1,2014-04-07,344008312697,HA588,138,1982,E-002398
2399,1088,46,1a edicion,Suscripcion,Fisico,F-84347,46442.08,2025-02-24,Coordinacion Academica,Zambrano Inc,1,2024-11-29,556810404814,XR128,591,2021,E-002399
2400,1088,12,1a edicion,Suscripcion,Fisico,F-69394,50157.3,2024-05-08,Coordinacion Academica,Rodríguez-Arias,2,1989-04-22,799269143961,RO774,125,1989,E-002400
2401,1088,7,6a edicion,Canje,Fisico,F-32518,83265.69,2015-11-11,Sede Norte,Rojas Group,3,1980-07-05,846147379647,QM367,95,1980,E-002401
2402,1089,14,5a edicion,Suscripcion,Fisico,F-45379,154668.52,2021-08-28,Coordinacion Academica,Valencia Inc,1,2004-06-21,546361084055,MH154,255,2001,E-002402
2403,1089,55,1a edicion,Canje,Fisico,F-54746,104510.09,2015-06-19,Sede Sur,Medina and Sons,2,2019-07-06,618955190071,NA185,145,2016,E-002403
2404,1089,55,1a edicion,Compra,Fisico,F-54428,23677.62,2025-01-10,Sede Sur,Gómez-Ariza,3,2025-12-14,369493564122,UC171,804,2010,E-002404
2405,1089,21,5a edicion,Suscripcion,Fisico,F-29805,94516.64,2021-09-25,Sede Norte,"Barrera, Ortiz and Rodríguez",4,2007-09-01,973055311426,RS874,586,1982,E-002405
2406,1089,28,4a edicion,Compra,Fisico,F-43642,165606.68,2024-06-13,Sede Sur,Rodríguez and Sons,5,2019-08-13,264823767967,SB424,563,2006,E-002406
2407,1090,12,3a edicion,Suscripcion,Fisico,F-17457,78820.35,2024-10-31,Sede Sur,"González, Pérez and Cifuentes",1,1999-08-03,923185993974,HU808,592,1992,E-002407
2408,1091,47,4a edicion,Canje,Fisico,F-23879,136890.47,2016-10-14,Coordinacion Academica,Sánchez and Sons,1,2017-01-02,648798790187,AT211,892,1982,E-002408
2409,1091,36,5a edicion,Compra,Fisico,F-17276,75900.51,2021-03-28,Biblioteca Central,Herrera-Pacheco,2,1995-06-18,185672787564,YO681,591,1982,E-002409
